id,name,base_experience,height,weight,types,abilities,moves,stats
758,salazzle,168,12,222,"poison, fire","corrosion, oblivious","pound, double-slap, scratch, body-slam, take-down","hp=68, attack=64, defense=60, special-attack=111, special-defense=60, speed=117"
759,stufful,68,5,68,"normal, fighting","fluffy, klutz, cute-charm","mega-punch, ice-punch, thunder-punch, swords-dance, bind","hp=70, attack=75, defense=50, special-attack=45, special-defense=50, speed=50"
760,bewear,175,21,1350,"normal, fighting","fluffy, klutz, unnerve","mega-punch, ice-punch, thunder-punch, swords-dance, bind","hp=120, attack=125, defense=80, special-attack=55, special-defense=60, speed=60"
761,bounsweet,42,3,32,grass,"leaf-guard, oblivious, sweet-veil","take-down, razor-leaf, solar-beam, toxic, double-team","hp=42, attack=30, defense=38, special-attack=30, special-defense=38, speed=32"
762,steenee,102,7,82,grass,"leaf-guard, oblivious, sweet-veil","double-slap, stomp, take-down, razor-leaf, solar-beam","hp=52, attack=40, defense=48, special-attack=40, special-defense=48, speed=62"
763,tsareena,230,12,214,grass,"leaf-guard, queenly-majesty, sweet-veil","double-slap, stomp, mega-kick, take-down, hyper-beam","hp=72, attack=120, defense=98, special-attack=50, special-defense=98, speed=72"
764,comfey,170,1,3,fairy,"flower-veil, triage, natural-cure","bind, vine-whip, wrap, hyper-beam, leech-seed","hp=51, attack=52, defense=90, special-attack=82, special-defense=110, speed=100"
765,oranguru,172,15,760,"normal, psychic","inner-focus, telepathy, symbiosis","mega-punch, mega-kick, body-slam, take-down, psybeam","hp=90, attack=60, defense=80, special-attack=90, special-defense=110, speed=60"
766,passimian,172,20,828,fighting,"receiver, defiant","mega-punch, mega-kick, tackle, body-slam, take-down","hp=100, attack=120, defense=90, special-attack=40, special-defense=60, speed=80"
767,wimpod,46,5,120,"bug, water",wimp-out,"sand-attack, surf, toxic, screech, double-team","hp=25, attack=35, defense=40, special-attack=20, special-defense=30, speed=80"
768,golisopod,186,20,1080,"bug, water",emergency-exit,"swords-dance, sand-attack, pin-missile, surf, ice-beam","hp=75, attack=125, defense=140, special-attack=60, special-defense=90, speed=40"
769,sandygast,64,5,700,"ghost, ground","water-compaction, sand-veil","sand-attack, absorb, mega-drain, earthquake, toxic","hp=55, attack=55, defense=80, special-attack=70, special-defense=45, speed=15"
770,palossand,168,13,2500,"ghost, ground","water-compaction, sand-veil","sand-attack, body-slam, hyper-beam, absorb, mega-drain","hp=85, attack=75, defense=110, special-attack=100, special-defense=75, speed=35"
771,pyukumuku,144,3,12,water,"innards-out, unaware","counter, toxic, screech, double-team, recover","hp=55, attack=60, defense=130, special-attack=30, special-defense=130, speed=5"
772,type-null,107,19,1205,normal,battle-armor,"razor-wind, swords-dance, tackle, take-down, double-edge","hp=95, attack=95, defense=95, special-attack=95, special-defense=95, speed=59"
773,silvally-normal,257,23,1005,normal,rks-system,"razor-wind, swords-dance, tackle, take-down, double-edge","hp=95, attack=95, defense=95, special-attack=95, special-defense=95, speed=95"
774,minior-red-meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam","hp=60, attack=60, defense=100, special-attack=60, special-defense=100, speed=60"
775,komala,168,4,199,normal,comatose,"swords-dance, slam, body-slam, take-down, thrash","hp=65, attack=115, defense=65, special-attack=75, special-defense=95, speed=65"
776,turtonator,170,20,2120,"fire, dragon",shell-armor,"mega-punch, mega-kick, tackle, body-slam, roar","hp=60, attack=78, defense=135, special-attack=91, special-defense=85, speed=36"
777,togedemaru,152,3,33,"electric, steel","iron-barbs, lightning-rod, sturdy","tackle, twineedle, pin-missile, hyper-beam, thunder-shock","hp=65, attack=98, defense=63, special-attack=40, special-defense=73, speed=96"
778,mimikyu-disguised,167,2,7,"ghost, fairy",disguise,"scratch, swords-dance, take-down, hyper-beam, thunderbolt","hp=55, attack=90, defense=80, special-attack=50, special-defense=105, speed=96"
779,bruxish,166,9,190,"water, psychic","dazzling, strong-jaw, wonder-skin","swords-dance, take-down, bite, disable, water-gun","hp=68, attack=105, defense=70, special-attack=70, special-defense=70, speed=92"
780,drampa,170,30,1850,"normal, dragon","berserk, sap-sipper, cloud-nine","razor-wind, fly, roar, flamethrower, mist","hp=78, attack=60, defense=85, special-attack=135, special-defense=91, speed=36"
781,dhelmise,181,39,2100,"ghost, grass",steelworker,"swords-dance, slam, wrap, hydro-pump, surf","hp=70, attack=131, defense=100, special-attack=86, special-defense=90, speed=40"
782,jangmo-o,60,6,297,dragon,"bulletproof, soundproof, overcoat","swords-dance, headbutt, tackle, body-slam, take-down","hp=45, attack=55, defense=65, special-attack=45, special-defense=45, speed=45"
783,hakamo-o,147,12,470,"dragon, fighting","bulletproof, soundproof, overcoat","mega-punch, swords-dance, mega-kick, headbutt, tackle","hp=55, attack=75, defense=90, special-attack=65, special-defense=70, speed=65"
784,kommo-o,270,16,782,"dragon, fighting","bulletproof, soundproof, overcoat","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","hp=75, attack=110, defense=125, special-attack=100, special-defense=105, speed=85"
785,tapu-koko,257,18,205,"electric, fairy","electric-surge, telepathy","thunder-punch, fly, roar, hyper-beam, thunder-shock","hp=70, attack=115, defense=85, special-attack=95, special-defense=75, speed=130"
786,tapu-lele,257,12,186,"psychic, fairy","psychic-surge, telepathy","psybeam, hyper-beam, thunderbolt, thunder, toxic","hp=70, attack=85, defense=75, special-attack=130, special-defense=115, speed=95"
787,tapu-bulu,257,19,455,"grass, fairy","grassy-surge, telepathy","mega-punch, swords-dance, whirlwind, horn-attack, roar","hp=70, attack=130, defense=115, special-attack=85, special-defense=95, speed=75"
788,tapu-fini,257,13,212,"water, fairy","misty-surge, telepathy","ice-punch, mist, water-gun, hydro-pump, surf","hp=70, attack=75, defense=115, special-attack=95, special-defense=130, speed=85"
789,cosmog,40,2,1,psychic,unaware,"teleport, splash","hp=43, attack=29, defense=31, special-attack=29, special-defense=31, speed=37"
790,cosmoem,140,1,9999,psychic,sturdy,"teleport, cosmic-power","hp=43, attack=29, defense=131, special-attack=29, special-defense=131, speed=37"
791,solgaleo,306,34,2300,"psychic, steel",full-metal-body,"body-slam, take-down, double-edge, roar, flamethrower","hp=137, attack=137, defense=107, special-attack=113, special-defense=89, speed=97"
792,lunala,306,40,1200,"psychic, ghost",shadow-shield,"fly, roar, ice-beam, blizzard, hyper-beam","hp=137, attack=113, defense=89, special-attack=137, special-defense=107, speed=97"
793,nihilego,257,12,555,"rock, poison",beast-boost,"pound, bind, headbutt, body-slam, wrap","hp=109, attack=53, defense=47, special-attack=127, special-defense=131, speed=103"
794,buzzwole,257,24,3336,"bug, fighting",beast-boost,"comet-punch, mega-punch, ice-punch, thunder-punch, body-slam","hp=107, attack=139, defense=139, special-attack=53, special-defense=53, speed=79"
795,pheromosa,257,18,250,"bug, fighting",beast-boost,"stomp, double-kick, jump-kick, leer, ice-beam","hp=71, attack=137, defense=37, special-attack=137, special-defense=37, speed=151"
796,xurkitree,257,38,1000,electric,beast-boost,"thunder-punch, bind, wrap, hyper-beam, solar-beam","hp=83, attack=89, defense=71, special-attack=173, special-defense=71, speed=83"
797,celesteela,257,92,9999,"steel, flying",beast-boost,"fly, tackle, body-slam, double-edge, flamethrower","hp=97, attack=101, defense=103, special-attack=107, special-defense=101, speed=61"
798,kartana,257,3,1,"grass, steel",beast-boost,"guillotine, swords-dance, cut, razor-leaf, toxic","hp=59, attack=181, defense=131, special-attack=59, special-defense=31, speed=109"
799,guzzlord,257,55,8880,"dark, dragon",beast-boost,"mega-punch, stomp, mega-kick, body-slam, thrash","hp=223, attack=101, defense=53, special-attack=97, special-defense=53, speed=43"
800,necrozma,270,24,2300,psychic,prism-armor,"swords-dance, body-slam, hyper-beam, solar-beam, thunder-wave","hp=97, attack=107, defense=101, special-attack=127, special-defense=89, speed=79"
801,magearna,270,10,805,"steel, fairy",soul-heart,"body-slam, take-down, sonic-boom, ice-beam, psybeam","hp=80, attack=95, defense=115, special-attack=130, special-defense=115, speed=65"
802,marshadow,270,7,222,"fighting, ghost",technician,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=90, attack=125, defense=80, special-attack=90, special-defense=90, speed=125"
803,poipole,189,6,18,poison,beast-boost,"fury-attack, pin-missile, growl, acid, peck","hp=67, attack=73, defense=67, special-attack=73, special-defense=67, speed=73"
804,naganadel,243,36,1500,"poison, dragon",beast-boost,"fly, fury-attack, pin-missile, growl, acid","hp=73, attack=73, defense=73, special-attack=127, special-defense=73, speed=121"
805,stakataka,257,55,8200,"rock, steel",beast-boost,"bind, stomp, mega-kick, tackle, body-slam","hp=61, attack=131, defense=211, special-attack=53, special-defense=101, speed=13"
806,blacephalon,257,18,130,"fire, ghost",beast-boost,"fire-punch, ember, flamethrower, hyper-beam, solar-beam","hp=53, attack=127, defense=53, special-attack=151, special-defense=79, speed=107"
807,zeraora,270,15,445,electric,volt-absorb,"mega-punch, pay-day, fire-punch, thunder-punch, scratch","hp=88, attack=112, defense=75, special-attack=102, special-defense=80, speed=143"
808,meltan,135,2,80,steel,magnet-pull,"headbutt, tail-whip, thunder-shock, thunderbolt, thunder-wave","hp=46, attack=65, defense=65, special-attack=55, special-defense=35, speed=34"
809,melmetal,270,25,8000,steel,iron-fist,"mega-punch, ice-punch, thunder-punch, mega-kick, headbutt","hp=135, attack=143, defense=143, special-attack=80, special-defense=65, speed=34"
810,grookey,62,3,50,grass,"overgrow, grassy-surge","mega-punch, scratch, swords-dance, slam, mega-kick","hp=50, attack=65, defense=50, special-attack=40, special-defense=40, speed=65"
811,thwackey,147,7,140,grass,"overgrow, grassy-surge","mega-punch, scratch, swords-dance, slam, mega-kick","hp=70, attack=85, defense=70, special-attack=55, special-defense=60, speed=80"
812,rillaboom,265,21,900,grass,"overgrow, grassy-surge","mega-punch, scratch, swords-dance, slam, mega-kick","hp=100, attack=125, defense=90, special-attack=60, special-defense=70, speed=85"
813,scorbunny,62,3,45,fire,"blaze, libero","double-kick, mega-kick, sand-attack, headbutt, tackle","hp=50, attack=71, defense=40, special-attack=40, special-defense=40, speed=69"
814,raboot,147,6,90,fire,"blaze, libero","swords-dance, double-kick, mega-kick, sand-attack, headbutt","hp=65, attack=86, defense=60, special-attack=55, special-defense=60, speed=94"
815,cinderace,265,14,330,fire,"blaze, libero","fire-punch, swords-dance, double-kick, mega-kick, sand-attack","hp=80, attack=116, defense=75, special-attack=65, special-defense=75, speed=119"
816,sobble,62,3,40,water,"torrent, sniper","pound, bind, take-down, growl, mist","hp=50, attack=40, defense=40, special-attack=70, special-defense=40, speed=70"
817,drizzile,147,7,115,water,"torrent, sniper","pound, bind, take-down, growl, mist","hp=65, attack=60, defense=55, special-attack=95, special-defense=55, speed=90"
818,inteleon,265,19,452,water,"torrent, sniper","pound, swords-dance, bind, take-down, growl","hp=70, attack=85, defense=65, special-attack=125, special-defense=65, speed=120"
819,skwovet,55,3,25,normal,"cheek-pouch, gluttony","tackle, body-slam, take-down, double-edge, tail-whip","hp=70, attack=55, defense=55, special-attack=35, special-defense=35, speed=25"
820,greedent,161,6,60,normal,"cheek-pouch, gluttony","swords-dance, tackle, body-slam, take-down, double-edge","hp=120, attack=95, defense=95, special-attack=55, special-defense=75, speed=20"
821,rookidee,49,2,18,flying,"keen-eye, unnerve, big-pecks","fly, sand-attack, fury-attack, take-down, leer","hp=38, attack=47, defense=35, special-attack=33, special-defense=35, speed=57"
822,corvisquire,128,8,160,flying,"keen-eye, unnerve, big-pecks","fly, fury-attack, take-down, leer, peck","hp=68, attack=67, defense=55, special-attack=43, special-defense=55, speed=77"
823,corviknight,248,22,750,"flying, steel","pressure, unnerve, mirror-armor","fly, sand-attack, fury-attack, body-slam, take-down","hp=98, attack=87, defense=105, special-attack=53, special-defense=85, speed=67"
824,blipbug,36,4,80,bug,"swarm, compound-eyes, telepathy","supersonic, recover, struggle-bug, sticky-web, infestation","hp=25, attack=20, defense=20, special-attack=25, special-defense=45, speed=45"
825,dottler,117,4,195,"bug, psychic","swarm, compound-eyes, telepathy","solar-beam, confusion, psychic, light-screen, reflect","hp=50, attack=35, defense=80, special-attack=50, special-defense=90, speed=30"
826,orbeetle,253,4,408,"bug, psychic","swarm, frisk, telepathy","psybeam, hyper-beam, solar-beam, confusion, psychic","hp=60, attack=45, defense=110, special-attack=80, special-defense=120, speed=90"
827,nickit,49,6,89,dark,"run-away, unburden, stakeout","tail-whip, dig, agility, quick-attack, screech","hp=40, attack=28, defense=28, special-attack=47, special-defense=52, speed=50"
828,thievul,159,12,199,dark,"run-away, unburden, stakeout","tail-whip, hyper-beam, dig, psychic, agility","hp=70, attack=58, defense=58, special-attack=87, special-defense=92, speed=90"
829,gossifleur,50,4,22,grass,"cotton-down, regenerator, effect-spore","sing, leech-seed, growth, razor-leaf, solar-beam","hp=40, attack=40, defense=60, special-attack=40, special-defense=60, speed=10"
830,eldegoss,161,5,25,grass,"cotton-down, regenerator, effect-spore","sing, hyper-beam, razor-leaf, solar-beam, light-screen","hp=60, attack=50, defense=90, special-attack=80, special-defense=120, speed=60"
831,wooloo,122,6,60,normal,"fluffy, run-away, bulletproof","stomp, double-kick, headbutt, tackle, take-down","hp=42, attack=40, defense=55, special-attack=40, special-defense=45, speed=48"
832,dubwool,172,13,430,normal,"fluffy, steadfast, bulletproof","swords-dance, double-kick, mega-kick, headbutt, tackle","hp=72, attack=80, defense=100, special-attack=60, special-defense=90, speed=88"
833,chewtle,57,3,85,water,"strong-jaw, shell-armor, swift-swim","headbutt, tackle, body-slam, take-down, bite","hp=50, attack=64, defense=50, special-attack=38, special-defense=38, speed=44"
834,drednaw,170,10,1155,"water, rock","strong-jaw, shell-armor, swift-swim","swords-dance, headbutt, tackle, body-slam, take-down","hp=90, attack=115, defense=90, special-attack=48, special-defense=68, speed=74"
835,yamper,54,3,135,electric,"ball-fetch, rattled","sand-attack, tackle, double-edge, tail-whip, bite","hp=59, attack=45, defense=50, special-attack=40, special-defense=50, speed=26"
836,boltund,172,10,340,electric,"strong-jaw, competitive","tackle, tail-whip, bite, roar, hyper-beam","hp=69, attack=90, defense=60, special-attack=90, special-defense=60, speed=121"
